Aspect Ratio,Audio Jack,Bluetooth,Capacity,Chipset,Colours,Display Type,Expandable Memory,FM Radio,Fingerprint Sensor,Fingerprint Sensor Position,Flash,GPS,Graphics,Height,Image Resolution,Internal Memory,NFC,Network Support,Operating System,Optical Image Stabilisation,Other Sensors,Physical Aperture,Pixel Density,Processor,Quick Charging,RAM,Rating Count,Resolution,Review Count,Screen Size,Settings,Shooting Modes,Thickness,Touch Screen,Type,USB Connectivity,User Replaceable,VoLTE,Weight,Wi-Fi Features,Width,Rating
5,0,1,3000,4,2,2,256,3,0,2,1,2,0,153.8,4,4,0,3,1,1,4,2,267,0,0,2,4328,1,875,5.5,1,2,7.6,2,1,1,0,1,155.0,0,75.5,1
5,0,1,3000,3,1,2,64,3,0,2,0,1,3,149.0,4,2,0,3,0,1,4,2,401,0,0,3,2194,4,1084,5.5,1,2,8.5,2,0,1,1,0,158.0,0,72.4,0
0,0,1,3300,3,3,2,256,3,1,4,1,2,2,150.0,4,4,1,3,4,2,5,4,267,1,1,2,159,5,36,5.5,1,2,9.8,2,1,0,0,1,178.0,2,78.0,0
0,0,1,3000,1,3,2,128,0,1,4,0,2,2,145.5,3,4,1,3,1,1,5,4,424,0,1,3,3698,5,1609,5.2,1,2,7.4,2,0,0,0,0,153.0,2,71.0,1
5,0,1,2400,4,3,10,32,1,1,4,1,1,2,146.0,1,8,1,3,3,1,1,2,196,1,0,0,1,2,1,5.0,1,2,9.3,2,1,1,1,1,158.0,0,73.6,1
5,0,1,4000,3,3,2,128,3,1,1,1,1,2,144.2,4,4,0,3,3,1,3,4,294,1,0,2,3893,4,867,5.0,1,2,9.2,2,1,3,0,1,163.0,0,71.2,0
4,0,1,3400,3,2,2,256,3,1,4,1,1,2,156.0,5,1,0,3,8,2,5,2,405,0,0,4,2854,6,1026,6.23,1,2,7.8,2,1,1,0,1,158.0,0,75.3,1
5,0,1,3000,3,2,2,128,3,1,4,1,1,2,147.6,4,7,0,3,3,1,3,3,282,0,0,3,2000,5,699,5.2,1,2,7.9,2,1,3,0,1,162.0,2,72.7,0
2,0,1,2400,3,1,2,32,1,1,4,1,1,2,148.0,2,2,0,3,3,2,3,2,295,1,0,1,39,4,8,5.45,0,2,8.2,2,1,1,1,1,158.0,0,70.5,1
0,0,1,2800,4,3,2,2000,3,1,4,0,2,0,149.4,5,4,1,3,2,3,7,2,554,0,2,3,419,5,168,5.3,1,2,7.3,2,1,2,1,1,159.0,2,73.9,0
5,0,1,2470,4,2,2,32,3,0,2,0,2,0,142.1,4,2,0,3,9,1,4,2,294,1,0,1,185384,4,21609,5.0,0,3,11.6,2,1,3,0,0,155.0,0,72.4,1
5,0,1,3520,3,1,0,128,3,1,4,0,1,3,164.0,6,7,1,3,0,3,5,2,490,0,0,2,193,5,66,6.0,1,2,9.6,2,0,3,0,0,207.0,0,82.3,0
0,0,1,4000,3,2,2,128,3,0,2,0,1,2,143.0,2,4,0,3,0,1,4,2,294,1,0,2,1843,4,486,5.0,1,2,8.5,2,0,1,0,0,181.0,0,69.9,0
0,0,1,3000,4,2,2,2000,3,1,1,1,2,0,148.3,3,7,1,3,4,1,5,2,424,0,1,3,19244,1,3904,5.2,1,2,7.9,2,1,0,0,0,163.0,0,73.4,1
2,2,1,3180,4,4,2,400,0,1,4,1,2,0,153.0,6,7,1,3,7,1,6,3,424,0,2,4,5,4,5,5.7,1,2,11.1,2,1,0,0,1,198.0,2,72.0,1
0,0,1,2600,6,3,9,128,3,0,2,0,2,2,142.4,2,2,0,3,1,1,2,3,294,1,0,1,6445,4,3637,5.0,1,2,8.0,2,1,1,1,0,138.0,2,71.1,1
2,0,1,3000,3,3,2,128,1,1,4,1,2,2,151.1,5,4,1,3,7,2,4,2,439,0,0,2,17,5,13,5.5,1,2,8.2,2,1,1,0,1,158.0,0,70.7,0
5,0,1,4100,4,3,2,128,2,1,4,0,2,0,151.0,4,4,0,3,2,1,5,2,401,0,0,2,616259,4,112769,5.5,1,2,8.4,2,0,1,0,1,165.0,2,76.0,1
5,0,1,4000,4,1,1,2000,1,1,2,0,1,0,158.5,3,7,1,3,5,2,4,2,515,0,2,5,6,5,7,5.7,1,2,8.0,2,1,2,0,0,197.0,0,77.7,0
5,0,1,2500,3,3,10,128,3,0,2,0,1,2,144.7,2,2,0,3,3,2,3,2,196,1,0,0,18466,4,2915,5.0,0,4,10.1,2,1,3,1,0,161.0,2,72.4,0
0,0,1,2850,3,2,0,128,0,1,1,0,1,2,151.8,4,7,0,3,9,1,4,2,401,0,1,3,1446,1,617,5.5,1,2,6.6,2,0,1,0,1,145.0,2,74.3,0
5,0,1,4000,4,3,2,128,3,1,0,0,1,0,151.0,5,4,0,3,1,1,4,3,401,0,0,3,7258,5,1640,5.5,1,2,8.4,2,0,1,0,1,169.0,0,76.0,0
0,0,1,4070,4,1,2,128,1,1,1,1,1,0,153.7,4,7,0,3,4,2,3,3,401,0,0,3,721,5,114,5.5,1,2,8.6,2,1,1,0,1,170.0,0,76.4,0
2,0,1,3180,3,3,10,256,1,0,2,1,2,2,150.5,4,7,0,3,4,2,4,3,282,0,0,3,7893,5,954,5.7,1,2,7.7,2,1,1,0,1,143.0,0,73.1,1
2,0,1,3000,3,2,2,2000,1,1,4,1,2,2,143.8,4,4,1,3,7,2,5,1,439,0,2,2,37,5,39,5.5,1,2,8.4,2,0,0,0,1,145.0,2,69.3,0
5,0,1,1960,0,5,2,0,0,1,1,1,2,3,138.3,6,1,1,3,9,3,6,3,326,1,0,1,6349,6,4035,4.7,0,3,7.1,0,1,2,0,1,138.0,0,67.1,1
5,0,1,2300,4,2,10,32,1,0,2,0,1,0,118.0,1,8,0,3,3,1,3,2,233,1,0,0,397,2,146,4.0,1,2,9.7,2,1,3,0,1,100.0,0,63.6,0
0,0,1,3000,5,3,9,256,1,0,2,1,2,2,151.7,4,4,0,3,7,1,2,3,267,1,0,2,2266,4,406,5.5,1,2,8.1,2,1,1,1,1,175.0,2,77.2,1
2,0,1,4000,4,2,2,256,3,1,4,1,2,0,154.4,4,4,0,3,7,2,4,3,282,0,1,2,9507,5,1506,5.7,1,2,9.0,2,1,1,0,1,175.0,0,72.2,0
5,0,1,2700,3,2,2,32,3,1,4,1,1,2,144.0,2,2,0,3,3,1,3,2,294,1,0,2,34,5,11,5.0,1,2,8.3,2,0,1,1,0,158.0,0,72.4,1
5,0,1,2000,3,1,10,32,3,0,2,1,1,2,136.5,1,8,0,3,7,1,1,2,218,1,0,0,28,4,5,4.5,1,2,9.6,2,1,1,1,1,130.0,0,67.0,1
5,0,1,3000,4,3,2,256,3,1,2,1,2,0,150.2,4,7,1,3,8,2,5,3,433,0,3,3,19,5,22,4.5,1,2,8.3,1,1,0,0,1,156.0,2,71.8,1
5,0,1,2300,3,4,2,200,1,0,2,0,2,2,143.6,4,2,1,3,1,1,4,2,294,0,1,1,4997,5,2103,5.0,1,2,7.9,2,1,3,0,0,137.4,0,66.8,0
5,0,1,2800,3,3,2,128,3,1,4,1,1,2,150.0,4,4,0,3,3,2,3,3,282,1,0,2,742,4,227,5.2,0,2,9.0,2,1,1,0,1,170.0,0,74.4,0
2,0,1,3050,3,3,2,128,3,1,4,1,1,2,152.2,4,4,0,3,3,2,3,2,285,1,0,2,380,0,72,5.65,1,2,7.7,2,1,1,0,1,172.0,0,71.1,1
3,1,1,3174,0,3,4,0,0,0,2,1,2,1,157.5,3,6,1,3,9,3,6,3,456,2,2,3,901,6,185,6.5,1,1,7.7,0,1,2,0,1,208.0,0,77.4,1
5,0,1,3080,4,2,2,128,3,1,4,1,2,0,153.0,4,7,0,3,6,1,5,2,267,0,0,3,15943,1,15438,5.5,1,3,7.7,2,0,1,0,1,153.0,2,76.2,0
5,0,1,2800,4,2,10,32,2,1,2,1,0,0,130.0,6,4,1,0,8,2,0,2,143,0,0,3,1310,6,387,2.8,1,2,15.2,2,0,2,0,0,158.0,0,56.5,0
2,0,1,2500,3,1,2,128,3,0,2,1,1,3,148.8,2,2,0,3,4,2,4,2,197,1,0,1,4405,4,511,5.45,0,2,9.1,2,1,2,0,1,145.0,2,72.0,0
2,0,1,4000,3,2,2,128,1,1,4,1,1,2,158.0,5,7,1,3,8,2,5,2,407,0,1,3,203,1,51,5.93,1,2,8.4,2,0,1,0,1,190.0,0,75.0,0
5,0,1,2550,4,1,2,128,3,1,4,0,2,0,143.6,4,4,0,3,0,1,3,4,294,0,0,2,2773,5,870,5.0,2,2,7.5,2,0,1,0,0,138.0,0,71.0,1
2,0,1,2730,3,2,2,2000,1,0,2,1,2,3,148.5,4,4,0,3,3,2,3,4,293,1,0,2,70,4,73,5.5,1,2,8.2,2,0,1,0,1,137.0,0,70.8,0
5,0,1,2730,4,2,10,256,3,0,2,1,2,0,147.9,4,2,0,3,1,2,5,3,282,1,0,2,3604,4,879,5.2,0,2,7.5,2,1,1,0,1,142.0,0,72.9,1
5,0,1,3000,2,3,2,128,1,0,2,1,2,3,152.5,4,4,1,3,9,2,5,2,401,1,1,3,13407,4,3140,5.5,1,3,10.9,2,0,3,0,0,170.0,2,77.2,0
5,0,1,2500,3,1,2,64,3,0,2,1,1,2,144.5,1,2,0,3,3,2,3,2,294,1,0,0,409,4,63,5.0,1,2,9.0,2,1,1,1,1,150.0,0,73.0,0
5,0,1,3200,4,3,2,2000,1,1,0,1,2,0,159.5,5,7,1,3,3,3,6,1,515,1,2,3,1169,4,550,5.7,1,2,7.6,2,1,2,1,1,174.0,2,78.1,1
5,0,1,3600,5,2,9,256,3,1,1,0,2,2,156.8,5,4,1,3,1,1,6,1,386,0,1,2,477,1,290,5.7,1,2,7.9,2,1,0,0,1,186.0,2,77.6,0
5,0,1,2700,3,3,2,200,1,0,2,1,2,2,164.2,6,2,1,3,1,1,4,3,367,0,0,2,1883,1,818,6.0,1,2,8.4,3,1,3,0,0,202.0,0,79.4,0
5,0,1,4000,4,1,2,256,3,1,4,1,2,0,155.7,3,3,1,3,8,2,5,2,403,0,2,5,5369,3,793,6.18,1,3,8.9,2,0,0,0,1,187.0,2,75.5,1
5,0,1,2700,4,3,2,0,0,1,4,1,2,0,147.0,6,4,1,3,1,2,6,2,424,2,1,1,2737,4,630,5.2,1,2,7.9,2,0,2,0,0,136.0,0,72.6,1
5,0,1,3000,3,3,2,128,3,0,2,1,1,2,150.0,2,2,0,3,3,1,3,2,282,1,0,1,12951,5,3440,5.2,1,2,9.0,2,1,1,1,1,158.0,0,74.4,0
0,0,1,3050,3,3,2,128,3,1,4,0,2,2,151.3,5,7,1,3,2,1,5,2,401,0,1,3,63398,5,13580,5.5,1,2,7.8,2,0,0,0,1,163.0,0,75.3,0
5,0,1,3000,1,3,2,128,1,1,4,0,2,2,145.0,3,4,1,3,1,1,5,4,424,0,1,2,846,5,283,5.2,1,2,6.9,2,0,2,0,0,144.0,0,70.9,1
2,0,1,3050,3,3,2,64,1,1,4,1,1,3,149.0,4,2,1,3,7,1,3,2,293,1,0,1,119,0,19,5.5,0,2,8.5,1,1,1,0,1,158.0,0,72.4,1
2,0,1,2800,6,3,2,128,3,0,2,0,1,0,148.3,2,2,1,3,8,2,2,2,295,1,0,1,34,4,37,5.45,1,2,8.9,2,1,1,1,1,149.5,0,71.4,0
0,0,1,3500,3,3,2,128,3,1,4,0,1,2,152.0,4,4,0,3,1,1,4,3,401,0,0,2,123181,5,24793,5.5,1,2,8.4,2,0,1,0,1,165.0,2,75.7,1
5,0,1,4000,3,3,2,128,3,0,2,0,2,2,143.1,6,2,0,3,0,1,3,3,294,1,1,1,24667,4,5191,5.0,1,2,9.7,2,0,3,0,0,160.0,2,71.8,0
5,0,0,800,4,2,10,0,3,1,2,1,0,0,107.0,6,8,1,0,8,2,0,2,129,0,0,5,26218,6,3545,1.4,1,2,14.3,2,1,2,1,0,70.0,0,44.8,0
5,0,1,2050,6,1,10,128,3,0,2,1,2,2,132.9,1,8,0,3,9,1,2,3,207,1,0,0,895,4,229,4.5,1,2,10.3,1,1,1,1,1,143.0,0,69.2,0
5,0,1,2770,4,3,0,0,0,1,0,0,2,0,143.8,6,4,1,3,5,1,6,4,441,1,1,3,4539,5,1139,5.0,1,2,8.5,2,1,2,0,1,143.0,0,69.5,1
5,0,1,4000,3,3,2,128,3,1,1,0,1,2,153.3,4,4,0,3,0,1,4,2,401,0,0,3,18183,4,4613,5.5,1,2,8.5,2,0,1,0,1,172.0,0,75.4,0
5,0,1,1750,4,2,10,32,1,1,2,1,0,0,130.0,6,4,1,0,8,2,0,2,143,0,0,3,117,6,22,2.8,1,2,13.3,2,1,2,1,0,158.0,0,56.0,1
5,0,1,2000,4,1,2,128,3,0,2,0,1,0,130.7,1,2,0,3,0,1,3,3,218,1,0,0,1025,2,311,4.5,1,2,9.2,2,1,1,1,1,145.0,0,66.4,0
0,0,1,2900,3,3,2,64,3,0,2,1,1,2,148.0,4,2,0,3,0,1,4,2,424,0,0,2,3266,4,1611,5.2,1,2,8.5,2,0,1,0,0,143.0,0,73.6,0
4,0,1,4030,3,2,2,256,3,1,4,1,2,3,155.1,4,7,1,3,8,2,5,0,270,0,0,2,11,5,10,6.22,1,2,8.2,2,1,1,0,1,163.5,0,75.0,1
5,0,1,3000,4,3,2,128,3,1,4,0,2,0,151.3,4,2,0,3,0,1,4,4,401,0,2,1,19204,4,4239,5.5,1,2,8.1,2,0,1,0,0,158.0,2,76.3,1
5,0,1,3200,5,5,9,64,0,0,2,0,2,0,151.2,4,4,1,1,9,2,6,4,386,0,0,2,4591,2,847,5.7,2,2,8.3,2,1,2,1,0,168.0,2,79.2,1
0,0,1,3100,4,2,2,256,3,1,1,1,1,0,148.7,4,4,0,3,4,2,4,2,282,1,0,3,220,1,29,5.2,0,2,7.9,2,1,3,1,1,155.0,0,73.7,0
5,0,0,1800,4,2,3,32,0,0,2,1,2,0,130.0,2,2,1,1,9,2,4,2,355,2,0,1,3200,2,1178,4.2,1,2,9.0,2,1,2,1,0,136.0,0,65.6,0
5,0,1,3000,3,2,2,128,3,1,4,0,1,2,152.0,4,2,0,3,1,2,4,2,267,1,0,2,274,4,253,5.5,1,2,8.1,2,1,3,0,1,145.0,2,77.0,0
5,0,1,3020,3,2,2,128,1,1,0,1,1,2,151.5,4,4,0,3,1,2,3,2,267,0,0,3,346,5,169,5.5,0,2,8.5,2,1,3,0,1,163.0,0,76.4,1
5,0,0,1100,4,5,10,32,1,1,2,1,0,0,116.4,0,4,1,0,9,2,0,5,167,0,0,5,8845,2,1751,2.4,1,2,13.2,4,1,2,0,0,83.4,0,50.3,0
0,0,1,3000,5,2,9,256,1,0,2,1,2,2,152.4,4,4,0,3,3,2,2,3,267,0,0,2,2253,4,616,5.5,0,2,7.6,2,1,1,1,0,170.0,2,78.6,0
5,0,1,1300,4,4,10,32,3,0,2,0,1,0,149.0,0,8,0,3,1,2,1,2,218,1,0,0,24,6,10,4.5,1,2,8.5,2,1,3,0,1,158.0,0,72.4,0
5,0,1,1300,6,1,10,32,3,0,2,0,1,2,125.0,0,5,0,3,1,1,1,2,233,1,0,5,597,6,193,4.0,1,2,10.3,2,1,1,1,1,120.0,0,63.4,0
5,0,1,3000,4,2,2,128,3,1,1,1,2,0,153.0,5,4,0,3,1,1,4,3,401,0,1,2,54254,4,53106,5.5,1,3,9.8,2,1,1,0,0,155.0,0,76.6,0
5,0,1,2000,4,2,0,0,3,0,2,0,1,0,141.9,2,2,0,3,9,1,3,2,306,1,0,1,3612,4,705,4.8,1,2,5.1,2,0,3,0,0,97.0,0,68.1,0
0,0,1,4000,3,2,2,128,3,0,2,1,1,2,146.5,2,2,0,3,3,2,3,2,294,1,0,1,4048,5,775,5,0,2,10.1,2,0,2,0,1,162.0,0,72.2,0
5,0,1,2500,4,2,2,64,3,0,2,1,1,0,144.3,1,2,1,3,8,2,3,2,294,1,0,0,128,4,16,5.0,1,4,8.5,2,0,1,1,1,136.0,0,71.4,0
5,0,1,3000,6,3,2,128,1,1,2,0,1,2,149.0,4,2,0,3,1,2,3,2,294,1,0,1,3415,5,595,5.0,1,2,8.5,2,1,3,0,1,158.0,0,72.4,0
5,0,1,5000,3,2,2,128,3,1,4,0,1,2,152.8,4,4,0,3,3,1,3,2,267,1,0,2,126,5,39,5.5,1,0,9.2,2,1,3,0,1,178.0,0,76.1,0
5,0,1,5020,3,2,0,128,3,1,1,0,1,2,160.9,4,7,0,3,0,1,5,2,367,0,1,2,269,4,90,6.0,1,0,8.4,2,0,2,0,1,210.0,0,81.2,0
5,0,0,2000,6,2,10,32,3,0,2,0,1,2,124.5,1,8,0,1,9,1,1,2,233,1,0,0,17969,6,3018,4.0,1,2,10.6,2,0,1,1,0,132.0,0,64.0,0
1,0,1,3500,5,5,9,400,0,1,4,1,2,2,158.1,3,1,1,3,7,3,7,5,531,0,1,4,3039,5,721,6.2,0,2,8.5,2,1,0,0,1,189.0,2,73.8,1
0,0,1,2900,3,3,2,32,3,0,2,0,1,2,152.6,4,2,0,3,9,1,5,4,401,0,0,1,199772,4,25254,5.5,1,2,8.0,2,1,1,1,0,150.0,2,76.2,0
5,0,1,3300,5,2,10,256,3,1,1,0,2,2,151.7,4,4,0,3,2,1,2,1,401,0,0,2,18802,5,4012,5.5,1,2,8.0,2,1,1,0,1,167.0,2,75.0,1
5,0,1,3100,1,3,2,128,3,0,2,0,2,2,154.3,4,2,0,3,1,1,4,2,267,0,0,1,9264,5,1533,5.5,1,2,8.4,2,0,1,0,0,168.0,2,77.1,0
5,0,1,4000,3,3,2,32,3,0,2,1,1,0,143.0,1,8,0,3,1,1,3,2,294,1,0,0,1349,2,305,5.0,1,0,10.7,2,1,1,0,1,158.0,0,71.5,0
5,0,1,3500,3,2,2,32,3,0,2,0,1,2,143.8,2,2,0,3,1,1,3,3,294,1,1,1,422206,4,80737,5.0,1,3,9.5,1,1,3,1,1,153.5,0,71.6,1
0,0,1,3410,4,1,0,2000,0,0,2,0,1,0,147.0,6,4,1,3,9,3,5,3,544,2,0,2,1036,2,563,5.4,1,3,9.4,2,0,1,0,1,192.0,2,77.2,0
5,0,0,4000,4,1,10,32,1,1,2,1,0,0,133.6,6,4,1,0,8,2,0,2,143,0,0,3,583,6,201,2.8,1,2,16.2,2,1,2,1,0,150.4,0,58.0,0
5,0,1,3000,4,1,10,16,1,1,2,1,0,0,123.0,6,4,1,0,8,2,0,2,167,0,0,3,2923,6,824,2.4,1,2,12.9,2,1,2,0,0,103.0,0,51.0,0
2,0,1,3050,3,3,2,128,1,0,2,1,1,3,149.0,4,2,1,3,8,2,3,2,293,1,0,1,110,5,14,5.5,0,2,8.5,2,1,1,0,1,158.0,0,72.4,1
0,0,1,5100,4,2,9,128,3,1,1,0,1,0,153.0,4,4,1,3,2,1,4,3,401,0,1,2,16498,4,5149,5.5,1,2,8.5,2,0,1,0,1,177.0,0,76.0,1
5,0,1,1000,4,2,10,32,2,1,2,1,0,0,120.0,6,4,1,0,8,2,0,2,167,0,0,3,599,6,99,2.4,1,2,12.8,2,1,2,1,0,158.0,0,50.5,1
2,0,1,2670,3,4,2,128,1,0,2,1,1,3,148.4,2,2,1,3,5,2,4,2,295,1,0,1,127,4,23,5.45,1,2,7.9,2,1,1,0,1,135.6,0,70.7,1
5,0,1,3000,3,2,2,256,3,1,4,1,1,2,144.3,2,2,0,3,3,1,3,2,294,1,0,1,894,5,187,5.0,2,2,8.8,2,0,3,1,1,154.0,0,72.2,0
0,0,1,3500,4,2,2,0,0,1,1,0,2,0,141.6,4,4,0,3,2,1,5,2,441,1,2,2,12194,5,9293,5.0,1,2,8.4,2,0,0,0,1,149.0,2,68.8,0
5,0,1,2000,4,3,10,128,3,0,2,0,1,0,132.7,2,8,0,3,0,1,3,2,218,1,0,0,23957,4,4826,4.5,0,2,9.3,2,1,3,1,1,138.0,0,66.2,0
5,0,1,2600,4,3,10,64,3,0,2,0,2,0,146.8,2,8,0,1,9,1,4,4,280,1,0,5,6112,6,1464,5.25,1,2,8.9,2,1,2,1,0,163.0,0,75.3,0
5,0,1,3000,3,3,9,0,1,1,1,0,2,2,147.6,3,7,0,3,3,2,5,2,424,0,1,3,21,1,24,5.2,1,2,7.3,2,1,0,0,0,163.0,0,70.7,0
5,0,1,3510,4,2,9,2000,3,1,1,1,1,0,156.4,6,4,1,3,2,1,5,3,401,0,1,2,27398,4,8070,5.5,1,2,6.9,2,1,2,0,1,165.0,0,76.4,1
1,0,1,3500,5,1,9,256,0,1,4,1,2,2,159.5,3,1,1,3,3,3,6,5,531,0,1,4,375,5,118,6.2,1,2,8.1,2,1,0,0,1,173.0,2,73.4,1
5,0,1,2600,5,2,10,128,3,0,2,0,2,2,142.3,2,8,0,3,9,1,2,5,294,1,0,5,208866,4,27159,5.0,1,2,8.5,2,1,3,1,0,149.0,2,72.1,1
5,0,1,1850,3,6,2,128,3,0,2,0,1,2,132.0,1,8,0,1,9,2,4,2,218,1,0,0,2342,2,395,4.5,1,4,9.1,2,1,3,1,0,132.0,0,66.0,0
2,0,1,2700,3,2,10,128,3,0,2,1,1,3,149.0,1,8,1,3,8,2,3,2,201,1,0,0,35,4,5,5.34,1,4,8.5,2,1,1,0,1,158.0,0,72.4,0
1,0,1,3000,5,3,9,256,1,1,4,1,2,2,149.9,5,7,0,3,7,1,4,1,294,0,0,3,595,1,220,5.6,1,2,7.7,2,1,1,0,1,162.0,2,70.8,1
5,0,1,4000,3,2,2,128,3,1,4,1,1,2,147.9,4,4,0,3,5,1,5,2,424,0,0,3,20686,5,3969,5.2,1,2,8.9,2,0,1,0,1,165.0,0,73.9,1
5,0,1,2900,4,3,2,256,1,1,1,0,2,0,146.0,6,7,1,3,1,1,6,2,424,1,1,2,403,0,257,5.2,1,2,8.1,2,0,2,0,1,161.0,0,72.0,0
5,0,1,2400,6,2,2,128,3,0,2,1,1,2,145.4,2,2,1,3,3,2,3,2,294,1,0,1,6887,5,897,5.0,0,3,9.1,2,1,1,1,1,149.6,0,71.7,0
5,0,1,2500,4,2,2,32,3,0,2,0,1,0,154.8,4,2,0,3,9,1,4,3,401,0,0,1,36560,4,9279,5.5,1,2,8.5,2,0,3,1,0,155.0,0,78.0,0
5,0,1,2070,4,2,2,32,3,1,2,1,2,0,141.5,2,2,1,1,9,2,5,2,294,1,0,0,143743,2,17411,5.0,1,4,10.9,2,1,2,0,0,149.0,0,70.7,1
0,0,1,3000,4,2,2,128,3,1,4,1,1,0,154.3,4,4,0,3,6,2,5,2,401,0,0,2,593,0,157,5.5,1,2,7.9,1,0,1,0,1,160.0,0,76.6,0
5,0,1,2000,3,2,2,32,3,0,2,0,1,2,142.7,2,2,1,3,0,1,3,5,294,1,0,1,15519,2,2266,5.0,1,4,8.7,2,1,1,1,0,155.0,0,72.8,0
5,0,1,2600,4,4,7,128,3,0,2,0,1,0,158.0,4,2,0,3,9,1,4,3,401,0,0,1,3833,0,1117,5.5,1,2,7.9,2,0,3,0,0,183.0,2,77.5,0
2,0,1,4000,4,2,2,128,1,1,4,1,2,0,160.4,4,4,1,3,8,2,3,2,268,1,0,2,39,0,14,6.0,1,2,8.5,1,1,1,0,1,161.0,0,76.3,1
5,0,1,2420,4,2,10,128,3,0,2,0,1,0,142.7,2,2,0,3,0,1,4,4,220,1,0,0,2335,4,651,5.0,1,2,7.5,2,0,1,0,0,141.0,0,71.7,0
5,0,1,3000,3,4,2,2000,1,1,4,1,2,2,156.5,6,7,1,3,1,1,5,3,401,0,1,3,2397,0,751,5.5,1,2,7.8,2,1,1,0,0,165.0,0,76.0,0
5,0,1,3000,4,2,2,128,3,1,1,0,1,0,149.7,4,2,1,3,5,2,5,2,282,0,0,2,6070,5,1220,5.2,1,2,8.0,2,1,1,0,1,160.0,0,72.5,1
5,0,1,1800,6,2,10,32,3,0,2,0,1,2,132.0,1,8,0,3,1,2,3,2,218,1,0,0,1676,2,422,4.5,1,2,9.7,2,1,1,1,1,156.0,0,66.0,0
5,2,1,3000,4,2,2,0,1,1,4,0,2,0,151.1,5,4,0,3,1,1,5,3,401,0,2,2,16211,5,4892,5.5,1,2,7.5,2,0,0,0,1,153.0,2,74.2,1
